Date,Close,Volume,Market Capitalization,Operating Expenses to Revenue,Operating Cash Flow to CapEx
2011-04-28,12.383929252624512,360959200,259800704571.0,0.089006,14.29601
2011-04-29,12.504643440246582,1006345200,259800704571.0,0.089006,14.29601
2011-05-02,12.367142677307127,442713600,259800704571.0,0.089006,14.29601
2011-05-03,12.435713768005373,313348000,259800704571.0,0.089006,14.29601
2011-05-04,12.48464298248291,389250400,259800704571.0,0.089006,14.29601
2011-05-05,12.383929252624512,335969200,259800704571.0,0.089006,14.29601
2011-05-06,12.380714416503906,280134400,259800704571.0,0.089006,14.29601
2011-05-09,12.41428565979004,204747200,259800704571.0,0.089006,14.29601
2011-05-10,12.48035717010498,282091600,259800704571.0,0.089006,14.29601
2011-05-11,12.401070594787598,336000000,259800704571.0,0.089006,14.29601
2011-05-12,12.3774995803833,322000000,259800704571.0,0.089006,14.29601
2011-05-13,12.160714149475098,326116000,259800704571.0,0.089006,14.29601
2011-05-16,11.903571128845217,449775200,259800704571.0,0.089006,14.29601
2011-05-17,12.005000114440918,452334400,259800704571.0,0.089006,14.29601
2011-05-18,12.138214111328123,334776400,259800704571.0,0.089006,14.29601
2011-05-19,12.161786079406738,261170000,259800704571.0,0.089006,14.29601
2011-05-20,11.972143173217772,337968400,259800704571.0,0.089006,14.29601
2011-05-23,11.942856788635254,383600000,259800704571.0,0.089006,14.29601
2011-05-24,11.86392879486084,321927200,259800704571.0,0.089006,14.29601
2011-05-25,12.027856826782228,294224000,259800704571.0,0.089006,14.29601
2011-05-26,11.964285850524902,222560800,259800704571.0,0.089006,14.29601
2011-05-27,12.0503568649292,203599200,259800704571.0,0.089006,14.29601
2011-05-31,12.422499656677246,417754400,259800704571.0,0.089006,14.29601
2011-06-01,12.339642524719238,554682800,259800704571.0,0.089006,14.29601
2011-06-02,12.360713958740234,338783200,259800704571.0,0.089006,14.29601
2011-06-03,12.265713691711426,313250000,259800704571.0,0.089006,14.29601
2011-06-06,12.072856903076172,461941200,259800704571.0,0.089006,14.29601
2011-06-07,11.85857105255127,529785200,259800704571.0,0.089006,14.29601
2011-06-08,11.865714073181152,333723600,259800704571.0,0.089006,14.29601
2011-06-09,11.838929176330566,275088800,259800704571.0,0.089006,14.29601
2011-06-10,11.639286041259766,433955200,259800704571.0,0.089006,14.29601
2011-06-13,11.66428565979004,329473200,259800704571.0,0.089006,14.29601
2011-06-14,11.872857093811035,334569200,259800704571.0,0.089006,14.29601
2011-06-15,11.66964340209961,399196000,259800704571.0,0.089006,14.29601
2011-06-16,11.6128568649292,510591200,259800704571.0,0.089006,14.29601
2011-06-17,11.437856674194336,615020000,259800704571.0,0.089006,14.29601
2011-06-20,11.261428833007812,640645600,259800704571.0,0.089006,14.29601
2011-06-21,11.617856979370115,493382400,259800704571.0,0.089006,14.29601
2011-06-22,11.521785736083984,390583200,259800704571.0,0.089006,14.29601
2011-06-23,11.82964324951172,559759200,259800704571.0,0.089006,14.29601
2011-06-24,11.655357360839844,439807200,259800704571.0,0.089006,14.29601
2011-06-27,11.85857105255127,339813600,321455313307.6,0.094446,6.339818
2011-06-28,11.973570823669434,294299600,321455313307.6,0.094446,6.339818
2011-06-29,11.93000030517578,352545200,321455313307.6,0.094446,6.339818
2011-06-30,11.988213539123535,322954800,321455313307.6,0.094446,6.339818
2011-07-01,12.259285926818848,435313200,321455313307.6,0.094446,6.339818
2011-07-05,12.479642868041992,355054000,321455313307.6,0.094446,6.339818
2011-07-06,12.562856674194336,444626000,321455313307.6,0.094446,6.339818
2011-07-07,12.757143020629885,399663600,321455313307.6,0.094446,6.339818
2011-07-08,12.84678554534912,489633200,321455313307.6,0.094446,6.339818
2011-07-11,12.64285659790039,442674400,321455313307.6,0.094446,6.339818
2011-07-12,12.633929252624512,451609200,321455313307.6,0.094446,6.339818
2011-07-13,12.786429405212402,391638800,321455313307.6,0.094446,6.339818
2011-07-14,12.77750015258789,430533600,321455313307.6,0.094446,6.339818
2011-07-15,13.032856941223145,484467200,321455313307.6,0.094446,6.339818
2011-07-18,13.350000381469728,572653200,321455313307.6,0.094446,6.339818
2011-07-19,13.458929061889648,819145600,321455313307.6,0.094446,6.339818
2011-07-20,13.817856788635254,941340400,321455313307.6,0.094446,6.339818
2011-07-21,13.831786155700684,526534400,321455313307.6,0.094446,6.339818
2011-07-22,14.046428680419922,516728800,321455313307.6,0.094446,6.339818
2011-07-25,14.23214340209961,589806000,321455313307.6,0.094446,6.339818
2011-07-26,14.407500267028809,476582400,321455313307.6,0.094446,6.339818
2011-07-27,14.021071434020996,659324400,321455313307.6,0.094446,6.339818
2011-07-28,13.993571281433104,594034000,321455313307.6,0.094446,6.339818
2011-07-29,13.945713996887209,632584400,321455313307.6,0.094446,6.339818
2011-08-01,14.16964340209961,612836000,321455313307.6,0.094446,6.339818
2011-08-02,13.889642715454102,639539600,321455313307.6,0.094446,6.339818
2011-08-03,14.020357131958008,732508000,321455313307.6,0.094446,6.339818
2011-08-04,13.477499961853027,871407600,321455313307.6,0.094446,6.339818
2011-08-05,13.343570709228516,1204590800,321455313307.6,0.094446,6.339818
2011-08-08,12.614643096923828,1143833600,321455313307.6,0.094446,6.339818
2011-08-09,13.357500076293944,1082583600,321455313307.6,0.094446,6.339818
2011-08-10,12.98892879486084,878656800,321455313307.6,0.094446,6.339818
2011-08-11,13.346428871154783,741969200,321455313307.6,0.094446,6.339818
2011-08-12,13.463929176330566,528976000,321455313307.6,0.094446,6.339818
2011-08-15,13.693214416503906,460544000,321455313307.6,0.094446,6.339818
2011-08-16,13.588570594787598,498750000,321455313307.6,0.094446,6.339818
2011-08-17,13.587142944335938,442061200,321455313307.6,0.094446,6.339818
2011-08-18,13.073213577270508,851435200,321455313307.6,0.094446,6.339818
2011-08-19,12.715356826782228,775888400,321455313307.6,0.094446,6.339818
2011-08-22,12.729999542236328,535315200,321455313307.6,0.094446,6.339818
2011-08-23,13.342857360839844,656835200,321455313307.6,0.094446,6.339818
2011-08-24,13.4350004196167,626267600,321455313307.6,0.094446,6.339818
2011-08-25,13.347143173217772,871346000,321455313307.6,0.094446,6.339818
2011-08-26,13.699286460876465,641477200,321455313307.6,0.094446,6.339818
2011-08-29,13.927499771118164,405269200,321455313307.6,0.094446,6.339818
2011-08-30,13.928214073181152,417922400,321455313307.6,0.094446,6.339818
2011-08-31,13.743928909301758,522586400,321455313307.6,0.094446,6.339818
2011-09-01,13.608214378356934,343725200,321455313307.6,0.094446,6.339818
2011-09-02,13.358928680419922,438939200,321455313307.6,0.094446,6.339818
2011-09-06,13.562143325805664,509698000,321455313307.6,0.094446,6.339818
2011-09-07,13.711786270141602,350576800,321455313307.6,0.094446,6.339818
2011-09-08,13.71928596496582,416158400,321455313307.6,0.094446,6.339818
2011-09-09,13.48142910003662,564813200,321455313307.6,0.094446,6.339818
2011-09-12,13.569286346435549,467832400,321455313307.6,0.094446,6.339818
2011-09-13,13.73642921447754,440560400,321455313307.6,0.094446,6.339818
2011-09-14,13.903571128845217,534724400,321455313307.6,0.094446,6.339818
2011-09-15,14.03428554534912,417818800,321455313307.6,0.094446,6.339818
2011-09-16,14.303570747375488,698513200,321455313307.6,0.094446,6.339818
2011-09-19,14.70107078552246,823860800,321455313307.6,0.094446,6.339818
2011-09-20,14.766071319580078,775754000,321455313307.6,0.094446,6.339818
2011-09-21,14.71928596496582,605976000,321455313307.6,0.094446,6.339818
2011-09-22,14.350713729858398,968480800,321455313307.6,0.094446,6.339818
2011-09-23,14.439286231994627,546277200,321455313307.6,0.094446,6.339818
2011-09-26,14.39892864227295,812876400,323705744539.0,0.072583,13.288418
2011-09-27,14.259285926818848,632497600,323705744539.0,0.072583,13.288418
2011-09-28,14.178929328918455,429637600,323705744539.0,0.072583,13.288418
2011-09-29,13.948928833007812,651086800,323705744539.0,0.072583,13.288418
2011-09-30,13.618571281433104,547640800,323705744539.0,0.072583,13.288418
2011-10-03,13.378570556640623,669099200,323705744539.0,0.072583,13.288418
2011-10-04,13.303570747375488,1233677200,323705744539.0,0.072583,13.288418
2011-10-05,13.508929252624512,786469600,323705744539.0,0.072583,13.288418
2011-10-06,13.477499961853027,812582400,323705744539.0,0.072583,13.288418
2011-10-07,13.20714282989502,535458000,323705744539.0,0.072583,13.288418
2011-10-10,13.88607120513916,442514800,323705744539.0,0.072583,13.288418
2011-10-11,14.29607105255127,605687600,323705744539.0,0.072583,13.288418
2011-10-12,14.36392879486084,622286000,323705744539.0,0.072583,13.288418
2011-10-13,14.586786270141602,426185200,323705744539.0,0.072583,13.288418
2011-10-14,15.071429252624512,573367200,323705744539.0,0.072583,13.288418
2011-10-17,14.999643325805664,686044800,323705744539.0,0.072583,13.288418
2011-10-18,15.079999923706056,881602400,323705744539.0,0.072583,13.288418
2011-10-19,14.23642921447754,1104059600,323705744539.0,0.072583,13.288418
2011-10-20,14.118213653564451,549270400,323705744539.0,0.072583,13.288418
2011-10-21,14.031070709228516,621244400,323705744539.0,0.072583,13.288418
2011-10-24,14.491786003112791,502138000,323705744539.0,0.072583,13.288418
2011-10-25,14.20607089996338,430427200,323705744539.0,0.072583,13.288418
2011-10-26,14.307143211364746,456304800,323705744539.0,0.072583,13.288418
2011-10-27,14.453213691711426,494664800,323705744539.0,0.072583,13.288418
2011-10-28,14.462499618530272,322842800,323705744539.0,0.072583,13.288418
2011-10-31,14.456428527832031,385501200,323705744539.0,0.072583,13.288418
2011-11-01,14.161070823669434,531790000,323705744539.0,0.072583,13.288418
2011-11-02,14.193214416503906,327350800,323705744539.0,0.072583,13.288418
2011-11-03,14.395357131958008,441386400,323705744539.0,0.072583,13.288418
2011-11-04,14.294285774230955,302229200,323705744539.0,0.072583,13.288418
2011-11-07,14.276070594787598,270275600,323705744539.0,0.072583,13.288418
2011-11-08,14.508213996887209,400442000,323705744539.0,0.072583,13.288418
2011-11-09,14.117142677307127,558684000,323705744539.0,0.072583,13.288418
2011-11-10,13.757857322692873,744752400,323705744539.0,0.072583,13.288418
2011-11-11,13.73642921447754,653786000,323705744539.0,0.072583,13.288418
2011-11-14,13.545000076293944,432905200,323705744539.0,0.072583,13.288418
2011-11-15,13.886786460876465,430810800,323705744539.0,0.072583,13.288418
2011-11-16,13.741786003112791,349210400,323705744539.0,0.072583,13.288418
2011-11-17,13.478928565979004,479900400,323705744539.0,0.072583,13.288418
2011-11-18,13.390713691711426,371938000,323705744539.0,0.072583,13.288418
2011-11-21,13.178929328918455,447980400,323705744539.0,0.072583,13.288418
2011-11-22,13.446785926818848,409021200,323705744539.0,0.072583,13.288418
2011-11-23,13.106785774230955,428271200,323705744539.0,0.072583,13.288418
2011-11-25,12.98464298248291,254760800,323705744539.0,0.072583,13.288418
2011-11-28,13.432856559753418,346413200,323705744539.0,0.072583,13.288418
2011-11-29,13.328571319580078,375855200,323705744539.0,0.072583,13.288418
2011-11-30,13.649999618530272,405938400,323705744539.0,0.072583,13.288418
2011-12-01,13.854642868041992,387181200,323705744539.0,0.072583,13.288418
2011-12-02,13.91785717010498,379055600,323705744539.0,0.072583,13.288418
2011-12-05,14.036070823669434,357210000,323705744539.0,0.072583,13.288418
2011-12-06,13.962499618530272,283598000,323705744539.0,0.072583,13.288418
2011-12-07,13.896071434020996,304746400,323705744539.0,0.072583,13.288418
2011-12-08,13.952142715454102,376356400,323705744539.0,0.072583,13.288418
2011-12-09,14.057856559753418,296993200,323705744539.0,0.072583,13.288418
2011-12-12,13.994285583496094,301067200,323705744539.0,0.072583,13.288418
2011-12-13,13.88607120513916,338928800,323705744539.0,0.072583,13.288418
2011-12-14,13.578213691711426,406887600,323705744539.0,0.072583,13.288418
2011-12-15,13.533571243286133,256200000,323705744539.0,0.072583,13.288418
2011-12-16,13.60785675048828,421478400,323705744539.0,0.072583,13.288418
2011-12-19,13.650357246398926,235530400,323705744539.0,0.072583,13.288418
2011-12-20,14.141071319580078,337215200,323705744539.0,0.072583,13.288418
2011-12-21,14.158928871154783,262948000,323705744539.0,0.072583,13.288418
2011-12-22,14.233928680419922,202358800,323705744539.0,0.072583,13.288418
2011-12-23,14.404643058776855,269399200,323705744539.0,0.072583,13.288418
2011-12-27,14.518928527832031,265076000,323705744539.0,0.072583,13.288418
2011-12-28,14.380000114440918,228662000,323705744539.0,0.072583,13.288418
2011-12-29,14.468570709228516,215978000,323705744539.0,0.072583,13.288418
2011-12-30,14.464285850524902,179662000,323705744539.0,0.072583,13.288418
2012-01-03,14.686785697937012,302220800,480894585281.6,0.081151,9.592999
2012-01-04,14.765713691711426,260022000,480894585281.6,0.081151,9.592999
2012-01-05,14.929642677307127,271269600,480894585281.6,0.081151,9.592999
2012-01-06,15.08571434020996,318292800,480894585281.6,0.081151,9.592999
2012-01-09,15.061785697937012,394024400,480894585281.6,0.081151,9.592999
2012-01-10,15.115714073181152,258196400,480894585281.6,0.081151,9.592999
2012-01-11,15.091071128845217,215084800,480894585281.6,0.081151,9.592999
2012-01-12,15.049642562866213,212587200,480894585281.6,0.081151,9.592999
2012-01-13,14.993213653564451,226021600,480894585281.6,0.081151,9.592999
2012-01-17,15.16785717010498,242897200,480894585281.6,0.081151,9.592999
2012-01-18,15.325357437133787,276791200,480894585281.6,0.081151,9.592999
2012-01-19,15.276785850524902,261738400,480894585281.6,0.081151,9.592999
2012-01-20,15.010713577270508,413974400,480894585281.6,0.081151,9.592999
2012-01-23,15.264642715454102,306062400,480894585281.6,0.081151,9.592999
2012-01-24,15.014642715454102,547638000,480894585281.6,0.081151,9.592999
2012-01-25,15.952142715454102,958314000,480894585281.6,0.081151,9.592999
2012-01-26,15.879643440246582,323985200,480894585281.6,0.081151,9.592999
2012-01-27,15.974286079406738,299709200,480894585281.6,0.081151,9.592999
2012-01-30,16.17892837524414,379341200,480894585281.6,0.081151,9.592999
2012-01-31,16.3028564453125,391683600,480894585281.6,0.081151,9.592999
2012-02-01,16.292499542236328,270046000,480894585281.6,0.081151,9.592999
2012-02-02,16.25428581237793,186796400,480894585281.6,0.081151,9.592999
2012-02-03,16.417142868041992,286599600,480894585281.6,0.081151,9.592999
2012-02-06,16.570356369018555,249412800,480894585281.6,0.081151,9.592999
2012-02-07,16.743928909301758,316223600,480894585281.6,0.081151,9.592999
2012-02-08,17.0242862701416,407890000,480894585281.6,0.081151,9.592999
2012-02-09,17.61321449279785,884214800,480894585281.6,0.081151,9.592999
2012-02-10,17.622142791748047,631302000,480894585281.6,0.081151,9.592999
2012-02-13,17.950000762939453,517216000,480894585281.6,0.081151,9.592999
2012-02-14,18.19499969482422,460398400,480894585281.6,0.081151,9.592999
2012-02-15,17.773929595947266,1506120000,480894585281.6,0.081151,9.592999
2012-02-16,17.936071395874023,944552000,480894585281.6,0.081151,9.592999
2012-02-17,17.932857513427734,535805200,480894585281.6,0.081151,9.592999
2012-02-21,18.387500762939453,605595200,480894585281.6,0.081151,9.592999
2012-02-22,18.32285690307617,483302400,480894585281.6,0.081151,9.592999
2012-02-23,18.4424991607666,568027600,480894585281.6,0.081151,9.592999
2012-02-24,18.65749931335449,415072000,480894585281.6,0.081151,9.592999
2012-02-27,18.777143478393555,547582000,480894585281.6,0.081151,9.592999
2012-02-28,19.12178611755371,600387200,480894585281.6,0.081151,9.592999
2012-02-29,19.37285614013672,952011200,480894585281.6,0.081151,9.592999
2012-03-01,19.445356369018555,683270000,480894585281.6,0.081151,9.592999
2012-03-02,19.4707145690918,431712400,480894585281.6,0.081151,9.592999
2012-03-05,19.04142951965332,809124400,480894585281.6,0.081151,9.592999
2012-03-06,18.937856674194336,810238800,480894585281.6,0.081151,9.592999
2012-03-07,18.953214645385746,798520800,480894585281.6,0.081151,9.592999
2012-03-08,19.356786727905277,516457200,480894585281.6,0.081151,9.592999
2012-03-09,19.47035789489746,418919200,480894585281.6,0.081151,9.592999
2012-03-12,19.71428680419922,407282400,480894585281.6,0.081151,9.592999
2012-03-13,20.28928565979004,690855200,480894585281.6,0.081151,9.592999
2012-03-14,21.05642890930176,1418844000,480894585281.6,0.081151,9.592999
2012-03-15,20.912857055664062,1159718000,480894585281.6,0.081151,9.592999
2012-03-16,20.9132137298584,825487600,480894585281.6,0.081151,9.592999
2012-03-19,21.467857360839844,901236000,480894585281.6,0.081151,9.592999
2012-03-20,21.641429901123047,816662000,480894585281.6,0.081151,9.592999
2012-03-21,21.51785659790039,644042000,480894585281.6,0.081151,9.592999
2012-03-22,21.405000686645508,623870800,480894585281.6,0.081151,9.592999
2012-03-23,21.287500381469727,430488800,480894585281.6,0.081151,9.592999
2012-03-26,21.6778564453125,595742000,480894585281.6,0.081151,9.592999
2012-03-27,21.945714950561523,607129600,480894585281.6,0.081151,9.592999
2012-03-28,22.05785751342773,655460400,480894585281.6,0.081151,9.592999
2012-03-29,21.78071403503418,608238400,480894585281.6,0.081151,9.592999
2012-03-30,21.412500381469727,731038000,480894585281.6,0.081151,9.592999
2012-04-02,22.093929290771484,598351600,469495820860.6,0.097679,4.955739
2012-04-03,22.4757137298584,834559600,469495820860.6,0.097679,4.955739
2012-04-04,22.296785354614254,572980800,469495820860.6,0.097679,4.955739
2012-04-05,22.63142967224121,641298000,469495820860.6,0.097679,4.955739
2012-04-09,22.72249984741211,597536800,469495820860.6,0.097679,4.955739
2012-04-10,22.444286346435547,889725200,469495820860.6,0.097679,4.955739
2012-04-11,22.36428642272949,696614800,469495820860.6,0.097679,4.955739
2012-04-12,22.24178504943848,614336800,469495820860.6,0.097679,4.955739
2012-04-13,21.6153564453125,859644800,469495820860.6,0.097679,4.955739
2012-04-16,20.718929290771484,1050786800,469495820860.6,0.097679,4.955739
2012-04-17,21.774999618530277,1025528000,469495820860.6,0.097679,4.955739
2012-04-18,21.726428985595703,954531200,469495820860.6,0.097679,4.955739
2012-04-19,20.979999542236328,834719200,469495820860.6,0.097679,4.955739
2012-04-20,20.463571548461918,1030985200,469495820860.6,0.097679,4.955739
2012-04-23,20.417856216430664,966529200,469495820860.6,0.097679,4.955739
2012-04-24,20.01000022888184,1076149200,469495820860.6,0.097679,4.955739
2012-04-25,21.78571319580078,905777600,469495820860.6,0.097679,4.955739
2012-04-26,21.70357131958008,536068400,469495820860.6,0.097679,4.955739
2012-04-27,21.53571319580078,406722400,469495820860.6,0.097679,4.955739
2012-04-30,20.856428146362305,506144800,469495820860.6,0.097679,4.955739
2012-05-01,20.79035758972168,610999200,469495820860.6,0.097679,4.955739
2012-05-02,20.9278564453125,427389200,469495820860.6,0.097679,4.955739
2012-05-03,20.779285430908203,390549600,469495820860.6,0.097679,4.955739
2012-05-04,20.1875,529992400,469495820860.6,0.097679,4.955739
2012-05-07,20.338571548461918,460118400,469495820860.6,0.097679,4.955739
2012-05-08,20.292142868041992,497252000,469495820860.6,0.097679,4.955739
2012-05-09,20.327856063842773,480704000,469495820860.6,0.097679,4.955739
2012-05-10,20.375713348388672,333200000,469495820860.6,0.097679,4.955739
2012-05-11,20.239643096923828,399546000,469495820860.6,0.097679,4.955739
2012-05-14,19.93642807006836,352626400,469495820860.6,0.097679,4.955739
2012-05-15,19.75607109069824,476336000,469495820860.6,0.097679,4.955739
2012-05-16,19.502857208251957,560896000,469495820860.6,0.097679,4.955739
2012-05-17,18.93285751342773,717220000,469495820860.6,0.097679,4.955739
2012-05-18,18.942142486572266,732292400,469495820860.6,0.097679,4.955739
2012-05-21,20.045713424682617,631106000,469495820860.6,0.097679,4.955739
2012-05-22,19.891786575317383,694870400,469495820860.6,0.097679,4.955739
2012-05-23,20.37714385986328,584897600,469495820860.6,0.097679,4.955739
2012-05-24,20.190000534057617,496230000,469495820860.6,0.097679,4.955739
2012-05-25,20.081785202026367,328507200,469495820860.6,0.097679,4.955739
2012-05-29,20.438213348388672,380508800,469495820860.6,0.097679,4.955739
2012-05-30,20.684642791748047,529429600,469495820860.6,0.097679,4.955739
2012-05-31,20.633214950561523,491674400,469495820860.6,0.097679,4.955739
2012-06-01,20.035356521606445,520987600,469495820860.6,0.097679,4.955739
2012-06-04,20.15321350097656,556995600,469495820860.6,0.097679,4.955739
2012-06-05,20.10107040405273,388214400,469495820860.6,0.097679,4.955739
2012-06-06,20.40928649902344,401455600,469495820860.6,0.097679,4.955739
2012-06-07,20.41857147216797,379766800,469495820860.6,0.097679,4.955739
2012-06-08,20.7257137298584,347516400,469495820860.6,0.097679,4.955739
2012-06-11,20.398929595947266,591264800,469495820860.6,0.097679,4.955739
2012-06-12,20.5771427154541,435380400,469495820860.6,0.097679,4.955739
2012-06-13,20.43428611755371,293580000,469495820860.6,0.097679,4.955739
2012-06-14,20.411785125732425,345573200,469495820860.6,0.097679,4.955739
2012-06-15,20.504642486572266,335255200,469495820860.6,0.097679,4.955739
2012-06-18,20.920713424682617,440412000,469495820860.6,0.097679,4.955739
2012-06-19,20.97892951965332,361404400,469495820860.6,0.097679,4.955739
2012-06-20,20.919286727905277,358943200,469495820860.6,0.097679,4.955739
2012-06-21,20.63107109069824,326351200,469495820860.6,0.097679,4.955739
2012-06-22,20.78928565979004,284471600,469495820860.6,0.097679,4.955739
2012-06-25,20.3846435546875,304382400,469495820860.6,0.097679,4.955739
2012-06-26,20.429643630981445,276536400,469495820860.6,0.097679,4.955739
2012-06-27,20.51785659790039,202997200,469495820860.6,0.097679,4.955739
2012-06-28,20.323213577270508,282836400,469495820860.6,0.097679,4.955739
2012-06-29,20.85714340209961,421500800,469495820860.6,0.097679,4.955739
2012-07-02,21.16142845153809,400092000,537639905649.9,0.096119,2.6397
2012-07-03,21.40749931335449,241712800,537639905649.9,0.096119,2.6397
2012-07-05,21.783571243286133,484383200,537639905649.9,0.096119,2.6397
2012-07-06,21.63857078552246,418930400,537639905649.9,0.096119,2.6397
2012-07-09,21.92464256286621,379405600,537639905649.9,0.096119,2.6397
2012-07-10,21.72178649902344,511957600,537639905649.9,0.096119,2.6397
2012-07-11,21.5867862701416,469322000,537639905649.9,0.096119,2.6397
2012-07-12,21.38928604125977,428041600,537639905649.9,0.096119,2.6397
2012-07-13,21.60607147216797,311427200,537639905649.9,0.096119,2.6397
2012-07-16,21.67535781860352,301260400,537639905649.9,0.096119,2.6397
2012-07-17,21.67642974853516,293624800,537639905649.9,0.096119,2.6397
2012-07-18,21.652143478393555,252700000,537639905649.9,0.096119,2.6397
2012-07-19,21.940000534057617,436861600,537639905649.9,0.096119,2.6397
2012-07-20,21.582143783569336,397471200,537639905649.9,0.096119,2.6397
2012-07-23,21.565357208251957,487975600,537639905649.9,0.096119,2.6397
2012-07-24,21.461429595947266,565132400,537639905649.9,0.096119,2.6397
2012-07-25,20.534643173217773,877312800,537639905649.9,0.096119,2.6397
2012-07-26,20.531429290771484,406632800,537639905649.9,0.096119,2.6397
2012-07-27,20.898571014404297,403936400,537639905649.9,0.096119,2.6397
2012-07-30,21.25107192993164,379142400,537639905649.9,0.096119,2.6397
2012-07-31,21.812856674194336,462327600,537639905649.9,0.096119,2.6397
2012-08-01,21.671785354614254,384501600,537639905649.9,0.096119,2.6397
2012-08-02,21.706785202026367,332158400,537639905649.9,0.096119,2.6397
2012-08-03,21.98928642272949,344920800,537639905649.9,0.096119,2.6397
2012-08-06,22.23392868041992,302103200,537639905649.9,0.096119,2.6397
2012-08-07,22.17535781860352,290446800,537639905649.9,0.096119,2.6397
2012-08-08,22.13785743713379,244706000,537639905649.9,0.096119,2.6397
2012-08-09,22.168928146362305,221642400,537639905649.9,0.096119,2.6397
2012-08-10,22.20357131958008,194938800,537639905649.9,0.096119,2.6397
2012-08-13,22.5,278832400,537639905649.9,0.096119,2.6397
2012-08-14,22.56035614013672,340169200,537639905649.9,0.096119,2.6397
2012-08-15,22.52964210510254,257342400,537639905649.9,0.096119,2.6397
2012-08-16,22.726428985595703,254534000,537639905649.9,0.096119,2.6397
2012-08-17,23.146785736083984,442761200,537639905649.9,0.096119,2.6397
2012-08-20,23.75535774230957,613384800,537639905649.9,0.096119,2.6397
2012-08-21,23.430713653564453,812719600,537639905649.9,0.096119,2.6397
2012-08-22,23.888214111328125,565322800,537639905649.9,0.096119,2.6397
2012-08-23,23.66535758972168,420128800,537639905649.9,0.096119,2.6397
2012-08-24,23.68642807006836,437340400,537639905649.9,0.096119,2.6397
2012-08-27,24.13142967224121,427008400,537639905649.9,0.096119,2.6397
2012-08-28,24.100000381469727,267416800,537639905649.9,0.096119,2.6397
2012-08-29,24.052499771118164,202806800,537639905649.9,0.096119,2.6397
2012-08-30,23.70964241027832,302699600,537639905649.9,0.096119,2.6397
2012-08-31,23.75857162475586,338321200,537639905649.9,0.096119,2.6397
2012-09-04,24.10607147216797,367892000,537639905649.9,0.096119,2.6397
2012-09-05,23.936786651611328,336375200,537639905649.9,0.096119,2.6397
2012-09-06,24.15250015258789,391196400,537639905649.9,0.096119,2.6397
2012-09-07,24.30142974853516,329666400,537639905649.9,0.096119,2.6397
2012-09-10,23.669286727905277,487998000,537639905649.9,0.096119,2.6397
2012-09-11,23.592500686645508,503983200,537639905649.9,0.096119,2.6397
2012-09-12,23.921070098876957,712233200,537639905649.9,0.096119,2.6397
2012-09-13,24.39214324951172,598360000,537639905649.9,0.096119,2.6397
2012-09-14,24.68857192993164,600474000,537639905649.9,0.096119,2.6397
2012-09-17,24.992143630981445,398031200,537639905649.9,0.096119,2.6397
2012-09-18,25.068214416503903,373503200,537639905649.9,0.096119,2.6397
2012-09-19,25.075000762939453,326874800,537639905649.9,0.096119,2.6397
2012-09-20,24.95357131958008,336568400,537639905649.9,0.096119,2.6397
2012-09-21,25.00321388244629,571589200,537639905649.9,0.096119,2.6397
2012-09-24,24.671070098876957,639766400,537639905649.9,0.096119,2.6397
2012-09-25,24.05500030517578,518789600,537639905649.9,0.096119,2.6397
2012-09-26,23.75642967224121,576503200,537639905649.9,0.096119,2.6397
2012-09-27,24.332857131958008,594090000,537639905649.9,0.096119,2.6397
2012-09-28,23.825000762939453,535110800,537639905649.9,0.096119,2.6397
2012-10-01,23.54964256286621,543594800,413381734611.9,0.070627,10.110488
2012-10-02,23.618213653564453,627992400,413381734611.9,0.070627,10.110488
2012-10-03,23.980356216430664,424281200,413381734611.9,0.070627,10.110488
2012-10-04,23.814285278320312,370725600,413381734611.9,0.070627,10.110488
2012-10-05,23.306785583496094,594006000,413381734611.9,0.070627,10.110488
2012-10-08,22.791786193847656,637994000,413381734611.9,0.070627,10.110488
2012-10-09,22.70892906188965,838597200,413381734611.9,0.070627,10.110488
2012-10-10,22.8896427154541,510356000,413381734611.9,0.070627,10.110488
2012-10-11,22.43214225769043,546081200,413381734611.9,0.070627,10.110488
2012-10-12,22.489643096923828,460014800,413381734611.9,0.070627,10.110488
2012-10-15,22.670000076293945,432502000,413381734611.9,0.070627,10.110488
2012-10-16,23.206785202026367,549771600,413381734611.9,0.070627,10.110488
2012-10-17,23.021785736083984,389037600,413381734611.9,0.070627,10.110488
2012-10-18,22.59428596496582,476624400,413381734611.9,0.070627,10.110488
2012-10-19,21.780000686645508,744086000,413381734611.9,0.070627,10.110488
2012-10-22,22.64392852783203,546730800,413381734611.9,0.070627,10.110488
2012-10-23,21.90571403503418,707145600,413381734611.9,0.070627,10.110488
2012-10-24,22.02964210510254,558527200,413381734611.9,0.070627,10.110488
2012-10-25,21.769285202026367,656325600,413381734611.9,0.070627,10.110488
2012-10-26,21.571428298950195,1018432800,413381734611.9,0.070627,10.110488
2012-10-31,21.26142883300781,510003200,413381734611.9,0.070627,10.110488
2012-11-01,21.30500030517578,361298000,413381734611.9,0.070627,10.110488
2012-11-02,20.600000381469727,599373600,413381734611.9,0.070627,10.110488
2012-11-05,20.87928581237793,529135600,413381734611.9,0.070627,10.110488
2012-11-06,20.816070556640625,374917200,413381734611.9,0.070627,10.110488
2012-11-07,19.928571701049805,793648800,413381734611.9,0.070627,10.110488
2012-11-08,19.20535659790039,1056146000,413381734611.9,0.070627,10.110488
